"","CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Monthly_Avg_PURCHASES","Monthly_CASH_ADVANCE","LIMIT_USAGE","MIN_PAYMENTS_RATIO"
"3629","C13731",1624.004773,1,0,0,0,223.285625,0,0,0,0.25,5,0,1800,781.308189,489.267058,0,12,184.8991609,74.4285416666667,0.902224873888889,1.59689514391954
"3630","C13732",4226.8188,1,0,0,0,3425.647464,0,0,0,0.416667,8,0,7000,1226.710941,1281.843775,0,12,184.8991609,685.128944696844,0.603831257142857,0.956989427982361
"3631","C13733",47.722183,0.636364,440.37,105,335.37,0,0.583333,0.083333,0.5,0,0,8,1200,674.726783,168.430684,0.738713,12,62.910035948592,717.7235629,0.0397684858333333,4.0059611881645
"3632","C13734",971.268179,0.777778,2336.32,1845.99,490.33,0,0.777778,0.777778,0.555556,0,0,31,4000,299.485824,252.187792,0,9,333.759904640027,717.7235629,0.24281704475,1.18755083909851
"3633","C13735",33.015501,0.727273,295.56,108,187.56,0,0.666667,0.166667,0.5,0,0,9,3000,301.892766,165.877993,0.625,12,36.9449815275092,717.7235629,0.011005167,1.81996876463293
"3634","C13736",383.921461,1,5276.46,3912.2173709,0,0,1,0.7991299,0,0,0,64.4251306,9500,4371.05477,229.880036,0.738713,12,549.8575,717.7235629,0.0404127853684211,19.0145035909077
"3635","C13737",1725.950669,0.727273,268,0,268,5074.475131,0.333333,0,0.25,0.166667,3,4,4500,7523.26,760.852947,0.142857,12,67.000067000067,2537.23249103502,0.383544593111111,10.7341145331727
"3636","C13738",288.525281,1,341.7,341.7,0,0,0.083333,0.083333,0,0,0,1,1000,246.925425,237.035886,0,12,341.701366805467,717.7235629,0.288525281,1.04172169525419
"3637","C13739",169.925245,1,2000,0,2000,0,0.916667,0,0.833333,0,0,21,7000,1862.047167,171.958681,0.738713,12,181.818115702503,717.7235629,0.024275035,10.8284569070404
"3638","C13740",1827.921694,1,3626.09,3626.09,0,1280.42318,1,0.7991299,0,0.166667,2,15,6000,1962.883537,462.098001,0,12,302.174166666667,640.210309579381,0.304653615666667,4.24776461432907
"3639","C13741",5368.192094,1,4050.01,3863.11,186.9,4843.394482,0.666667,0.583333,0.166667,0.416667,13,32,11772.09,7523.26,1337.235636,0,12,506.250996874502,968.678121457503,0.412937853384615,10.6869693607238
"3640","C13742",854.739785,1,0,0,0,298.390512,0,0,0,0.083333,1,0,7000,1397.280901,249.103542,0,12,184.8991609,298.391705566822,0.122105683571429,5.60923738691761
"3641","C13743",66.73904,0.545455,0,0,0,325.379938,0,0,0,0.083333,3,0,2500,610.793225,110.712542,0,12,184.8991609,325.381239524958,0.026695616,5.51692892210893
"3642","C13744",5727.53,1,0,0,0,5173.1911125,0,0,0,0.535387,16.8981202,0,11500,7523.26,1607.124085,0,12,184.8991609,1286.94434555556,0.614308736521739,4.95554516688113
"3643","C13745",739.124439,0.727273,380.8,323,57.8,983.2321,0.416667,0.25,0.25,0.083333,2,7,4500,464.271303,211.836739,0,12,76.1599390720487,983.236032944132,0.164249875333333,2.19164676151855
"3644","C13746",1001.543878,1,2577.1,720.1,1857,2241.427898,1,0.666667,0.666667,0.416667,7,49,11772.09,3875.419446,327.217973,0.090909,12,214.758333333333,448.285220971823,0.0646157340645161,11.8435408986535
"3645","C13747",5727.53,1,1437.65,317.5,1120.15,1957.772343,0.75,0.166667,0.583333,0.25,9,20,8000,1585.561354,1696.945451,0,12,159.738888888889,652.590781,0.84294304425,0.934362005016506
"3646","C13748",5342.348915,1,0,0,0,5173.1911125,0,0,0,0.333333,7,0,6000,6335.002819,938.210823,0.111111,9,184.8991609,2558.53,0.890391485833333,6.75221673391419
"3647","C13749",980.034696,1,275,0,275,0,0.916667,0,0.916667,0,0,11,1000,537.693669,649.808406,0,12,24.9999909090942,717.7235629,0.980034696,0.82746493279436
"3648","C13750",2374.665105,1,339.82,339.82,0,1434.174341,0.166667,0.166667,0,0.333333,4,3,6000,622.389567,604.704131,0,12,169.90966018068,358.543943793944,0.3957775175,1.02924642828345
"3649","C13751",633.396401,1,0,0,0,1330.106689,0,0,0,0.166667,2,0,1500,116.50071,171.747655,0,12,184.8991609,665.052014395971,0.422264267333333,0.678324894741649
"3650","C13752",2899.032432,0.857143,0,0,0,3431.707208,0,0,0,0.535387,7,0,4000,407.402983,636.954252,0,7,184.8991609,857.926158555381,0.724758108,0.63961105796967
"3651","C13753",2671.282197,1,2307.35,2165.12,142.23,0,0.833333,0.7991299,0.25,0,0,31,7500,645.688177,623.12516,0,12,230.735092294037,717.7235629,0.3561709596,1.03620944626919
"3652","C13754",1138.314061,1,470.17,470.17,0,553.632474,0.25,0.25,0,0.083333,1,3,2100,0,721.9256368,0,12,156.723333333333,553.634688538754,0.542054314761905,9.3500701
"3653","C13755",5727.53,1,5276.46,3912.2173709,2219.7438751,0,1,0.7991299,1,0,0,64.4251306,11772.09,7523.26,2746.592199,0.083333,12,800.03,717.7235629,0.511769378764706,4.73397686585361
"3654","C13756",1278.671515,1,229,229,0,1444.251462,0.166667,0.166667,0,0.25,10,3,1600,410.259989,456.099234,0.083333,12,114.499771000458,481.417154,0.799169696875,0.899497211170497
"3655","C13757",1375.25356,1,0,0,0,142.304216,0,0,0,0.083333,1,0,1500,364.444624,404.839423,0,12,184.8991609,142.304785219141,0.916835706666667,0.900220194217597
"3656","C13758",4496.709257,1,945.26,945.26,0,0,0.25,0.25,0,0,0,4,9500,1149.199704,1093.331983,0,12,315.086666666667,717.7235629,0.473337816526316,1.05109858841475
"3657","C13759",955.117067,1,0,0,0,3798.701398,0,0,0,0.5,13,0,4500,2413.364689,284.390966,0,12,184.8991609,633.116899666667,0.212248237111111,8.48608070412476
"3658","C13760",1390.597054,1,724.4,724.4,0,0,0.5,0.5,0,0,0,9,7000,998.57171,432.987767,0,12,120.733333333333,717.7235629,0.198656722,2.30623538609117
"3659","C13761",1330.585412,1,304.6,304.6,0,0,1,0.7991299,0,0,0,12,8000,1310.489719,385.183578,0,12,25.3833333333333,717.7235629,0.1663231765,3.40224712020303
"3660","C13762",177.592802,1,1471.55,1471.55,0,0,1,0.7991299,0,0,0,25,11772.09,1389.167981,262.826661,0.738713,12,122.629166666667,717.7235629,0.00710371208,5.28549111309526
"3661","C13763",19.104261,0.636364,322.77,0,322.77,0,0.583333,0,0.5,0,0,7,5300,409.550536,174.81905,0.738713,12,46.1100263485865,717.7235629,0.00360457754716981,2.34271114046209
"3662","C13764",1593.708884,1,1676.78,33.68,1643.1,1370.18527,1,0.083333,1,0.166667,2,38,1800,1542.745936,1458.898338,0,12,139.731666666667,685.09126481747,0.885393824444444,1.05747322881658
"3663","C13765",5.006737,1,100.3,100.3,0,0,0.083333,0.083333,0,0,0,1,5000,188.823702,16.853858,0,12,100.300401201605,717.7235629,0.0010013474,11.2035892316169
"3664","C13767",531.349404,1,1599.02,817.8,781.22,0,1,0.25,1,0,0,46,8000,1369.654983,200.078137,0,12,133.251666666667,717.7235629,0.0664186755,6.84560044159148
"3665","C13768",1184.529629,1,467.32,0,467.32,2337.837011,1,0,1,0.535387,7,25,6500,903.639776,340.000899,0.083333,12,38.9433333333333,333.97690670109,0.182235327538462,2.65775701963659
"3666","C13769",16.068323,0.636364,182.8,79,103.8,0,0.333333,0.083333,0.25,0,0,4,1200,294.668739,108.486655,0.571429,12,45.7000457000457,717.7235629,0.0133902691666667,2.71617498944916
"3667","C13770",5727.53,1,0,0,0,2557.006793,0,0,0,0.25,9,0,7600,1648.570068,2284.360915,0,12,184.8991609,852.335597666667,0.874319635526316,0.721676709304055
"3668","C13771",2803.663441,1,81.41,0,81.41,0,0.5,0,0.5,0,0,6,3000,839.354624,967.565584,0,12,13.5683333333333,717.7235629,0.934554480333333,0.867491194271333
"3669","C13772",3743.771094,1,368.44,128.67,239.77,1428.188333,0.9,0.2,0.7,0.3,3,11,7000,748.149925,767.438566,0,10,40.9377777777778,476.062777666667,0.534824442,0.974866208378691
"3670","C13773",5727.53,1,5276.46,2071.52,2219.7438751,0,1,0.666667,1,0,0,64.4251306,8500,2516.606708,1333.818771,0,12,507.625833333333,717.7235629,0.702435933176471,1.88676809977208
"3671","C13774",49.789963,1,700,0,700,0,1,0,0.9,0,0,10,1000,658.47788,160.909873,0.738713,10,70,717.7235629,0.049789963,4.09221552241235
"3672","C13775",1013.706876,1,2143.28,227.12,1916.16,3610.57243,0.916667,0.333333,0.583333,0.083333,1,34,7500,2945.957395,290.544441,0,12,194.843565511431,2558.53,0.1351609168,10.1394381694606
"3673","C13776",1544.279694,1,0,0,0,472.46147,0,0,0,0.416667,8,0,1600,771.903463,704.457126,0,12,184.8991609,94.4922184062253,0.96517480875,1.09574228794159
"3674","C13777",78.402006,1,233.34,0,233.34,0,0.833333,0,0.833333,0,0,10,3100,278.825852,202.802547,0,12,23.3340093336037,717.7235629,0.0252909696774194,1.37486365987307
"3675","C13778",712.91077,1,602.3,413.99,188.31,0,1,0.7991299,0.666667,0,0,26,7500,455.465188,205.19717,0,12,50.1916666666667,717.7235629,0.0950547693333333,2.21964653801025
"3676","C13779",916.961442,1,156.5,156.5,0,0,0.083333,0.083333,0,0,0,3,1200,238.956831,440.543925,0,12,156.500626002504,717.7235629,0.764134535,0.542413179344148
"3677","C13780",837.142436,1,5276.46,3666.78,1678.14,0,1,0.7991299,1,0,0,64.4251306,8500,4522.48655,222.642044,0,12,445.41,717.7235629,0.0984873454117647,20.3128145463846
"3678","C13781",5727.53,1,277.7,277.7,0,4440.766432,0.666667,0.666667,0,0.333333,6,8,10000,1544.782363,1970.75409,0,12,34.7124826437587,1110.19271819272,0.6468426706,0.783853435006698
"3679","C13782",35.460649,0.909091,378.58,378.58,0,0,0.083333,0.083333,0,0,0,2,2000,388.874728,47.739871,0,12,378.581514326057,717.7235629,0.0177303245,8.14570127347014
"3680","C13783",611.983643,1,0,0,0,2189.894057,0,0,0,0.166667,2,0,1700,2714.119535,232.12183,0.25,12,184.8991609,1094.94483861032,0.359990378235294,11.6926509454109
"3681","C13784",561.974673,1,2930.99,2279,651.99,0,0.75,0.333333,0.666667,0,0,20,4000,510.35919,262.710453,0,12,325.665555555556,717.7235629,0.14049366825,1.94266799882531
"3682","C13785",2403.175046,1,0,0,0,906.383436,0,0,0,0.333333,15,0,2500,1089.627935,1784.183581,0,12,184.8991609,226.596085596086,0.9612700184,0.61071514534916
"3683","C13786",658.123447,1,1294.09,712.68,581.41,106.899407,1,0.5,1,0.083333,1,62,4000,1803.332627,176.771849,0,12,107.840833333333,106.899834599338,0.16453086175,10.2014695054754
"3684","C13787",502.399014,0.428571,0,0,0,1392.472408,0,0,0,0.285714,4,0,1500,0,721.9256368,0,7,184.8991609,696.2369002369,0.334932676,9.3500701
"3685","C13788",743.38993,0.7,1530.63,1530.63,0,0,0.2,0.2,0,0,0,4,3000,393.615017,192.211742,0,10,765.315,717.7235629,0.247796643333333,2.04781983090294
"3686","C13789",284.510677,0.818182,83.2,83.2,0,0,0.083333,0.083333,0,0,0,1,6500,1033.94329,146.825436,0.090909,12,83.2003328013312,717.7235629,0.0437708733846154,7.04199025841817
"3687","C13790",1418.854925,1,0,0,0,121.072144,0,0,0,0.083333,1,0,1500,275.722064,408.666535,0,12,184.8991609,121.072628290513,0.945903283333333,0.67468716027849
"3688","C13791",5629.224986,1,3382.96,3382.96,0,553.500582,1,0.7991299,0,0.166667,3,42,10500,1537.649319,1279.024775,0,12,281.913333333333,276.749737500525,0.536116665333333,1.20220448349017
"3689","C13792",1210.573775,1,2077.09,1578.62,498.47,0,1,0.7991299,0.5,0,0,20,1500,879.902552,525.459448,0,10,207.709,717.7235629,0.807049183333333,1.6745394061313
"3690","C13793",2784.364948,1,1178.31,1178.31,0,0,0.583333,0.583333,0,0,0,8,8500,4188.764712,776.323383,0,12,168.330096188626,717.7235629,0.327572346823529,5.39564413970512
"3691","C13794",283.899006,1,818.69,519.49,299.2,947.496827,0.833333,0.166667,0.75,0.083333,1,15,8000,4618.241,199.905433,0,12,81.8690327476131,947.500617002468,0.03548737575,23.1021284949269
"3692","C13795",5727.53,1,5245.28,2931.2,2219.7438751,0,0.5,0.5,0.333333,0,0,29,11772.09,5669.928467,2420.224884,0,12,800.03,717.7235629,0.458588932142857,2.34272794420206
"3693","C13796",105.216147,1,1445.55,1135.55,310,0,1,0.7991299,0.416667,0,0,32,11772.09,1267.655533,179.377143,0.738713,12,120.4625,717.7235629,0.00779378866666667,7.06698474398157
"3694","C13797",41.080375,0.818182,280,0,280,0,0.666667,0,0.666667,0,0,8,9000,479.765654,140.712772,0.5,12,34.9999825000087,717.7235629,0.00456448611111111,3.40953878728222
"3695","C13798",954.260731,1,611.08,567.32,43.76,0,0.833333,0.666667,0.083333,0,0,14,3500,795.002019,189.893901,0,12,61.1080244432098,717.7235629,0.272645923142857,4.18655899327699
"3696","C13799",5727.53,1,5233.92,3277.47,1956.45,0,1,0.75,1,0,0,61,6000,3555.592453,4277.740666,0,12,436.16,717.7235629,0.963214656333333,0.831184667471845
"3697","C13800",5727.53,1,1694.48,1457.48,237,5173.1911125,0.5,0.5,0.166667,0.333333,10,14,7000,0,721.9256368,0,6,564.826666666667,2558.53,0.961132225428571,9.3500701
"3698","C13801",1092.570471,1,624.36,0,624.36,0,1,0,1,0,0,24,1000,653.319911,1210.133021,0,12,52.03,717.7235629,1.092570471,0.539874459801225
"3699","C13802",3012.178613,1,5276.46,3912.2173709,2219.7438751,469.074937,1,0.666667,1,0.083333,1,64.4251306,11772.09,7523.26,569.401398,0.727273,12,800.03,469.076813307253,0.251014884416667,48.8931422328542
"3700","C13803",148.511058,0.363636,562.24,349,213.24,0,0.333333,0.083333,0.25,0,0,5,9000,18.208604,74.16386,0,12,140.560140560141,717.7235629,0.0165012286666667,0.245518558500057
"3701","C13804",2360.086196,1,0,0,0,921.067126,0,0,0,0.333333,5,0,9000,617.359054,569.1152,0,12,184.8991609,230.267011767012,0.262231799555556,1.08476992707276
"3702","C13805",28.909122,1,177.05,0,177.05,0,0.5,0,0.333333,0,0,5,1200,165.005267,88.205007,0,6,59.0166666666667,717.7235629,0.024090935,1.87070181854869
"3703","C13806",3993.254745,1,2049.97,843.7,1206.27,373.338524,1,0.583333,1,0.333333,5,64.4251306,5200,1089.826018,974.979137,0,12,170.830833333333,93.3347243347243,0.767933604807692,1.11779419337462
"3704","C13807",110.98472,0.909091,150,0,150,559.653063,0.083333,0,0.083333,0.166667,3,1,2000,731.165077,103.635405,0.111111,12,150.0006000024,279.825971848056,0.05549236,7.05516688046908
"3705","C13809",72.02566,1,222.6,222.6,0,0,0.333333,0.333333,0,0,0,4,7500,390.258331,147.64645,0,12,55.6500556500556,717.7235629,0.00960342133333333,2.64319481436906
"3706","C13810",224.313303,1,2426.96,859.5,1567.46,0,0.75,0.25,0.5,0,0,16,11772.09,1660.462764,214.351604,0,12,269.662222222222,717.7235629,0.0128179030285714,7.74644431398797
"3707","C13811",2233.485479,1,0,0,0,99.651002,0,0,0,0.083333,1,0,5000,536.029708,527.131185,0,12,184.8991609,99.6514006056024,0.4466970958,1.01688104072234
"3708","C13812",423.479877,1,1944.47,1021.09,923.38,0,1,0.7991299,0.666667,0,0,45,11500,1768.256214,206.145472,0,12,162.039166666667,717.7235629,0.0368243371304348,8.57771066637835
"3709","C13813",3265.116481,0.727273,2147.01,0,2147.01,0,1,0,1,0,0,60,8000,7523.26,2978.655593,0,12,178.9175,717.7235629,0.408139560125,2.84726229441592
"3710","C13814",3341.352075,1,192.96,0,192.96,917.200952,1,0,1,0.333333,10,12,3500,1136.740187,1603.866129,0,12,16.08,229.300467300467,0.954672021428571,0.708750042441977
"3711","C13815",30.186422,0.909091,345.99,120,225.99,0,0.666667,0.25,0.583333,0,0,15,9000,99.876601,149.179856,0.083333,12,43.2487283756358,717.7235629,0.00335404688888889,0.669504607914355
"3712","C13816",5727.53,1,3513.64,3513.64,0,0,0.833333,0.7991299,0,0,0,7,8000,879.211422,804.71261,0,6,702.728281091312,717.7235629,0.867929221875,1.09257815905234
"3713","C13817",5727.53,1,781.18,332.95,448.23,5173.1911125,1,0.083333,1,0.333333,14,19,11772.09,2723.358933,4437.764187,0,12,65.0983333333333,1491.95181845182,0.799864824416667,0.613678153737374
"3714","C13819",980.370868,1,699.33,0,699.33,0,1,0,1,0,0,23,1000,1002.591557,947.930858,0,12,58.2775,717.7235629,0.980370868,1.05766317083012
"3715","C13820",142.833472,1,1400.18,85,1315.18,0,0.916667,0.083333,0.833333,0,0,22,3000,1575.110682,154.612528,0.636364,12,127.289044622166,717.7235629,0.0476111573333333,10.1874712377771
"3716","C13821",3177.742619,1,153.72,153.72,0,0,0.416667,0.416667,0,0,0,5,3500,1078.780479,780.955903,0,12,30.7439754048197,717.7235629,0.907926462571429,1.38135901765506
"3717","C13822",1751.368315,1,0,0,0,2811.456765,0,0,0,0.333333,12,0,6000,3898.309616,619.053896,0,12,184.8991609,702.864894114894,0.291894719166667,6.29720552796586
"3718","C13823",35.550618,1,458.15,0,458.15,0,1,0,0.909091,0,0,22,1000,402.170167,158.977495,0.666667,11,41.65,717.7235629,0.035550618,2.52973017973393
"3719","C13824",1239.927866,1,1520,770,750,898.218922,1,0.333333,0.916667,0.25,7,25,1400,2393.323514,1561.256041,0.090909,12,126.666666666667,299.406307333333,0.885662761428571,1.5329474802013
"3720","C13825",2692.671422,1,5276.46,3912.2173709,2219.7438751,0,1,0.7991299,0.833333,0,0,64.4251306,7000,7523.26,723.647022,0,12,800.03,717.7235629,0.384667346,15.5462799237499
"3721","C13826",3562.624897,1,244.5,244.5,0,3815.281397,0.083333,0.083333,0,0.166667,3,2,5500,1402.591743,914.737883,0,12,244.500978003912,1907.63688322623,0.647749981272727,1.53332639772174
"3722","C13827",3337.178486,1,883.39,106.09,777.3,5173.1911125,0.833333,0.166667,0.75,0.416667,12,20,6000,4039.075325,1344.980722,0.083333,12,88.3390353356141,1067.70857683314,0.556196414333333,3.00307302471507
"3723","C13828",2531.153022,0.909091,0,0,0,2718.185493,0,0,0,0.090909,8,0,3500,712.639694,728.897716,0,11,184.8991609,2558.53,0.723186577714286,0.977695057011264
"3724","C13829",784.959164,1,0,0,0,397.992799,0,0,0,0.083333,2,0,3500,223.240044,279.341188,0,12,184.8991609,397.994390977564,0.224274046857143,0.799166229650316
"3725","C13830",1632.580058,1,0,0,0,115.413927,0,0,0,0.25,3,0,1800,1839.752683,4397.363594,0,12,184.8991609,38.471309,0.906988921111111,0.418376293811651
"3726","C13831",133.428199,1,1268.22,406.28,861.94,0,1,0.7991299,0.666667,0,0,21,6000,1551.580661,182.743266,0.738713,12,105.685,717.7235629,0.0222380331666667,8.49049431457573
"3727","C13832",40.467471,1,553.48,0,553.48,0,1,0,1,0,0,18,11500,532.936499,176.388863,0.738713,12,46.1233333333333,717.7235629,0.00351891052173913,3.02137272124715
"3728","C13833",22.682781,0.272727,161.5,161.5,0,0,0.083333,0.083333,0,0,0,1,2000,934.889414,81.670199,0,12,161.500646002584,717.7235629,0.0113413905,11.447130354121
"3729","C13834",62.489102,0.272727,290,290,0,0,0.083333,0.083333,0,0,0,1,4800,77.890926,181.913668,0,12,290.00116000464,717.7235629,0.0130185629166667,0.428175226503596
"3730","C13835",797.925938,1,3143.21,2352.5,790.71,0,1,0.7991299,1,0,0,64.4251306,6500,4268.871085,289.372678,0,12,261.934166666667,717.7235629,0.122757836615385,14.7521566808045
"3731","C13836",430.592769,1,1741.39,564,1177.39,0,1,0.25,1,0,0,57,5000,1125.765206,248.140964,0.083333,12,145.115833333333,717.7235629,0.0861185538,4.53679710053839
"3732","C13837",1128.38317,1,0,0,0,74.22288,0,0,0,0.166667,2,0,1200,285.277888,300.062626,0,12,184.8991609,37.1113657772684,0.940319308333333,0.950727825730619
"3733","C13838",2817.59092,1,37.92,0,37.92,0,0.166667,0,0.166667,0,0,2,3000,755.313452,1167.316335,0,12,18.9599620800758,717.7235629,0.939196973333333,0.647051214270894
"3734","C13839",1565.025253,1,3035.98,785.6,2219.7438751,5173.1911125,1,0.5,1,0.535387,16.8981202,64.4251306,2500,7523.26,1709.158354,0.666667,12,252.998333333333,875.388597805701,0.6260101012,7.93541407573988
"3735","C13840",2828.6637,1,3766.55,1165.85,2219.7438751,2157.382814,1,0.333333,0.916667,0.083333,2,43,10000,3100.096212,1107.07388,0.083333,12,313.879166666667,2157.39144356577,0.28286637,2.80026136286406
"3736","C13841",2810.335817,1,0,0,0,1460.353036,0,0,0,0.416667,6,0,3500,4109.608819,666.842013,0,12,184.8991609,292.070373543701,0.802953090571429,6.16279229395224
"3737","C13842",830.073634,1,0,0,0,1803.238152,0,0,0,0.25,7,0,11772.09,2173.470034,233.202069,0,12,184.8991609,601.079384,0.0592909738571429,9.32011471133217
"3738","C13843",1784.447292,1,233.09,233.09,0,4469.29969,0.090909,0.090909,0,0.272727,6,2,3000,6168.238025,695.713182,0.181818,11,233.090233090233,1489.76805310139,0.594815764,8.86606461482859
"3739","C13844",224.97236,1,2084.64,0,2084.64,0,1,0,1,0,0,64.4251306,8500,1658.927139,162.039102,0.738713,12,173.72,717.7235629,0.0264673364705882,10.2378198751064
"3740","C13845",1155.123292,1,62.02,62.02,0,19.081161,0.083333,0.083333,0,0.083333,1,1,1200,217.775407,465.251459,0,12,62.0202480809923,19.0812373249493,0.962602743333333,0.468081083438365
"3741","C13846",336.565042,1,875.52,341,534.52,0,1,0.25,0.916667,0,0,22,4000,299.441751,191.111282,0,12,72.96,717.7235629,0.0841412605,1.56684497046072
"3742","C13847",639.830783,0.636364,578.19,380.67,197.52,1848.938533,0.5,0.166667,0.416667,0.166667,4,25,2000,2247.506595,218.280473,0,12,96.365,924.467417565165,0.3199153915,10.2964161846946
"3743","C13848",369.384435,1,3303.03,87.9,2219.7438751,0,0.833333,0.166667,0.75,0,0,28,6000,2353.184431,173.56131,0,12,330.303132121253,717.7235629,0.0615640725,13.5582315609395
"3744","C13849",86.157142,1,915.64,0,915.64,0,0.916667,0,0.833333,0,0,11,9500,855.755398,170.160443,0.727273,12,83.2399697309201,717.7235629,0.00906917284210526,5.02910889812387
"3745","C13850",4283.519021,1,5276.46,3092.07,2219.7438751,2685.118122,0.833333,0.416667,0.583333,0.25,5,48,9500,6839.916671,1409.01275,0,12,800.03,895.039374,0.450896739052632,4.85440367448769
"3746","C13851",88.327488,1,669.75,669.75,0,0,1,0.7991299,0,0,0,12,4300,632.122421,179.875598,0.545455,12,55.8125,717.7235629,0.0205412762790698,3.51421998330202
"3747","C13852",1253.723768,1,87.4,87.4,0,0,0.083333,0.083333,0,0,0,2,6500,303.383266,307.918918,0,12,87.4003496013984,717.7235629,0.192880579692308,0.985269979417114
"3748","C13853",1487.509392,1,34.52,0,34.52,0,0.166667,0,0.166667,0,0,2,2000,2133.989319,5609.1065423,0,12,17.259965480069,717.7235629,0.743754696,0.109753615364931
"3749","C13855",0,0,990,0,990,0,0.818182,0,0.818182,0,0,9,1500,0,721.9256368,0,11,109.999975555561,717.7235629,0,9.3500701
"3750","C13856",5727.53,1,633.11,0,633.11,1249.383941,0.25,0,0.166667,0.535387,10,32,6700,1697.035816,1817.190813,0,12,211.036666666667,156.172914538543,0.869473275373134,0.933878712053559
"3751","C13857",2540.664814,1,383.28,0,383.28,0,1,0,1,0,0,12,2900,1721.123332,1410.34689,0,12,31.94,717.7235629,0.876091315172414,1.22035461219048
"3752","C13858",673.014589,0.833333,638,638,0,2421.366568,0.833333,0.7991299,0,0.535387,15,10,8000,789.728968,185.543824,0,6,127.60005104002,605.34133932933,0.084126823625,4.25629347813808
"3753","C13859",951.415721,1,279.01,279.01,0,552.821008,0.083333,0.083333,0,0.416667,7,1,1200,346.833439,330.722261,0,12,279.011116044464,110.564113148709,0.792846434166667,1.04871513018593
"3754","C13860",3315.689234,1,1434.88,740,694.88,5173.1911125,1,0.083333,1,0.535387,16.8981202,22,6000,4608.192303,2742.232319,0,12,119.573333333333,828.913870236497,0.552614872333333,1.68045291825619
"3755","C13861",1383.892711,1,1095.13,235.4,859.73,99.30138,1,0.25,1,0.083333,1,26,6000,1130.55011,415.172992,0,12,91.2608333333333,99.3017772071088,0.230648785166667,2.72308202071102
"3756","C13862",716.970968,1,378.35,0,378.35,801.879454,1,0,0.857143,0.428571,8,7,1000,211.734375,317.6652,0,7,54.05,267.293418626752,0.716970968,0.666533114108816
"3757","C13863",542.036699,1,423.86,423.86,0,0,1,0.7991299,0,0,0,12,2500,770.057042,211.127834,0,12,35.3216666666667,717.7235629,0.2168146796,3.64734969999266
"3758","C13864",757.67311,1,2553.46,568.46,1985,0,1,0.25,1,0,0,25,7000,2559.544182,241.597164,0,12,212.788333333333,717.7235629,0.108239015714286,10.5942641859819
"3759","C13865",5311.078831,1,1349.62,887.94,461.68,4258.489193,0.833333,0.75,0.833333,0.416667,13,21,6000,2212.652278,2429.739931,0,12,134.962053984822,851.697157242274,0.885179805166667,0.910653955087838
"3760","C13866",734.663507,0.75,218,218,0,952.495425,0.125,0.125,0,0.125,1,1,1500,992.813331,164.909489,0,8,218,952.495425,0.489775671333333,6.0203529646496
"3761","C13867",4762.717627,1,0,0,0,450.089413,0,0,0,0.535387,4,0,5000,806.236783,1327.669984,0,7,184.8991609,112.522268858298,0.9525435254,0.607256918297552
"3762","C13868",62.082275,0.909091,791.68,568.66,223.02,0,0.833333,0.583333,0.583333,0,0,22,4500,892.892557,176.794551,0.738713,12,79.1680316672127,717.7235629,0.0137960611111111,5.05045292374424
"3763","C13869",3805.629844,1,0,0,0,2132.877903,0,0,0,0.454545,9,0,4000,862.812957,803.521321,0,11,184.8991609,426.576007176007,0.951407461,1.07378974826232
"3764","C13870",92.279773,1,842.51,842.51,0,0,0.916667,0.7991299,0,0,0,12,9500,655.378633,151.346633,0.738713,12,76.5917903302581,717.7235629,0.00971366031578948,4.33031525055467
"3765","C13871",1180.686055,1,243.04,0,243.04,56.662525,1,0,0.916667,0.083333,2,12,1200,498.424721,592.239705,0,12,20.2533333333333,56.6627516510066,0.983905045833333,0.841592883408585
"3766","C13872",2953.212886,0.545455,320.48,188,132.48,261.393051,0.833333,0.166667,0.666667,0.083333,1,11,10000,7523.26,718.597731,0,12,32.0480128192051,261.394096576386,0.2953212886,12.4866345131836
"3767","C13873",4479.251427,1,0,0,0,2078.88662,0,0,0,0.25,4,0,9000,1355.483086,1039.794118,0,12,184.8991609,692.962206666667,0.497694603,1.30360718774522
"3768","C13874",4380.251712,1,0,0,0,404.036972,0,0,0,0.333333,3,0,4500,776.241676,1326.776456,0,9,184.8991609,134.679125345792,0.973389269333333,0.585058373993335
"3769","C13875",1110.575152,1,3384.68,2344.28,1040.4,0,1,0.7991299,1,0,0,47,6000,0,721.9256368,0,12,282.056666666667,717.7235629,0.185095858666667,9.3500701
"3770","C13876",1278.502197,1,0,0,0,451.336788,0,0,0,0.166667,2,0,1800,0,721.9256368,0,12,184.8991609,225.667942664115,0.710278998333333,9.3500701
"3771","C13877",5727.53,1,3509.25,2299.45,1209.8,64.517949,1,0.7991299,1,0.083333,1,64.4251306,11772.09,1543.281435,2581.26123,0,12,292.4375,64.5182070728283,0.607603698833333,0.597878826468098
"3772","C13878",5727.53,1,0,0,0,5173.1911125,0,0,0,0.5,12,0,11772.09,1646.946937,2154.909881,0,12,184.8991609,1942.88540666667,0.607628544307692,0.764276479272406
